idx,start_sec,end_sec,text
333,1715.610,1717.610,"en función de la, por decir, tal vez el"
334,1717.610,1719.750,"confidence está presente, y hay unos que no."
335,1720.070,1721.630,"Bien, lo que está en este caso,"
336,1721.950,1723.570,"todas estas cajitas fueron detectadas,"
337,1723.570,1726.850,y aquí podemos filtrar cuál sería que tiene el conf 0
338,1726.850,1730.310,y así eliminamos un montón de predicciones.
339,1730.890,1734.170,"Y adicional, los que están, digamos, con probabilidad baja"
340,1734.170,1736.290,"o podemos definir un cierto umbral,"
341,1736.490,1740.590,"un umbral que yo quiero que detecte lo más confiable posible,"
342,1741.430,1742.770,"0.9 por ejemplo,"
343,1743.030,1746.570,"entonces lo más probable es que si queremos detectar esta bicicleta,"
344,1747.310,1750.190,"por ejemplo, entonces nos quedamos nada más con la cajita"
345,1750.190,1752.850,donde representaría con mayor probabilidad.
346,1752.850,1757.970,"Entonces, con eso, prácticamente se filtra y quedando prácticamente esta representación."
347,1758.110,1765.210,"Yo puedo tener esta cajita amarilla, que sería como la bicicleta, y aquí tenemos otro, sería un canino que tenemos acá, un perrito."
348,1765.650,1767.350,Y por este lado tenemos un vehículo.
349,1767.690,1774.530,"Entonces, prácticamente en el fondo, yo tengo ese tensor en grande, decodifico, decodifico cuál que tiene, digamos, objetos,"
350,1774.950,1780.770,"y lo que no tiene objetos, lo descarto, y de esos objetos yo voy a filtrar otra vez cuál que tiene mayor probabilidad."
351,1780.770,1789.150,Bajo un cierto umbral que usted define. Y con eso prácticamente llegó a ir quitando un montón de cosas que tal vez no sea de interés.
352,1791.530,1801.030,Entonces este es el modelo. El modelo prácticamente consiste de una composición de un modelo de RNA neuronal convolucional que ustedes ya conocen.
353,1801.030,1817.950,"Este sería como el modelo inicial, el primer modelo que ellos desarrollaron, donde tenemos un montón de capas convolucionales, aquí en este caso como se alimenta la imagen de 448 por 448, luego seguido una capa convolucional."
354,1817.950,1819.890,que hace que aquí la capa acumulacional
355,1819.890,1822.330,tiene una estructura
356,1822.330,1824.110,"muy específica, tenemos un kernel"
357,1824.110,1826.130,"7x7, un kernel grande"
358,1826.130,1828.570,"en ese sentido, con 64 de filtro"
359,1828.570,1830.150,y hacemos un stride
360,1830.150,1832.210,un stride 2
361,1832.210,1833.970,que es un movimiento de 2 en 2
362,1833.970,1836.810,prácticamente es lo que hace esa configuración
363,1836.810,1838.750,luego le aplicamos un max pooling
364,1838.750,1840.370,"tradicional, en este caso de tamaño"
365,1840.370,1842.270,"de 2x2, hace una reducción dimensional"
366,1842.270,1844.330,"bien, entonces ahí prácticamente"
367,1844.330,1845.870,hace esa
368,1845.870,1850.890,esa extracción característica inicial de la forma simple.
369,1851.370,1856.050,"Luego, digamos, seguimos con varias operaciones que están relacionadas con ella."
370,1856.050,1862.550,En este caso sería aplicar una capa convolucional de 3x3 con 192 filtros
371,1862.550,1868.830,"y con esto, digamos, luego seguir una capa de max pooling para seguir reduciendo y compactando esa información."
372,1869.350,1873.490,Prácticamente la misma lógica que ustedes han desarrollado modelos convolucionales.
373,1873.490,1882.370,"En este caso es muy parecido a una muebla conocida con el nombre de B16, más o menos es la estructura."
374,1882.610,1885.390,Creo que sigue como la estructura similar a AlexNet.
375,1885.950,1891.550,"Y entonces lo que sigue siendo es como una especie de embudo, va reduciendo a nivel dimensional"
376,1891.550,1896.170,y va extrayendo características un poquito más elaboradas siguiendo esta estructuración.
377,1896.170,1917.030,"Y entonces hay una configuración que ellos definieron que, digamos, por decir, al inicio fue como un ensayo de error, va aumentando la dimensionalidad de cada uno de estas, aumentando la profundidad, mejor dicho, y en función de ella, digamos, la composición de estas estructuras posiblemente obtuvieron una buena respuesta."
378,1917.030,1931.130,"Entonces, por tanto, la primera etapa consiste de una capa convolucional, por más esa forma. Luego de esto, aplicamos, en este caso, un flatten, en ese sentido, ¿ok?"
379,1931.130,1939.910,"En este caso, esta es la representación de este tensor, del mismo tamaño, 7x7x1024, que tenemos como este bloque extendido."
380,1940.390,1946.690,"Aplicamos un apilado, en este caso un aplanado, con flatten, quedando un vector inmensamente grande."
381,1946.690,1954.890,"Y ese inmensamente grande lo pasamos ahora a un predictor, a una etapa de predicción."
382,1954.890,1961.710,"Entonces, esta predicción sería estimar la cantidad de elementos que conforma ese tensor cubo, que sería la salida."
383,1962.110,1971.670,"Si nosotros tenemos, por decir, 7 por 7, por, digamos, el tensor de 5 elementos más 20, en este caso será 25, sería 7 por 7 por 25."
384,1972.170,1975.250,"Ese sería el número total, que representaría 1.470."
385,1975.850,1984.450,"Bien, una vez tenemos esa estimación, lo, digamos, reestructuramos, sería ese tensor cubo que queremos tener como salida"
386,1984.450,1986.830,y podemos comparar directamente con ese armado.
387,1987.270,1988.030,Esa es la idea.
388,1988.630,1990.590,"Y lo interesante acá, como ya lo mencioné,"
389,1991.050,1992.650,"que este problema, este modelo,"
390,1992.890,1997.130,aborda tanto para regresión como clasificación.
391,1997.470,1999.730,Pero ello es como para evitar el problema de
392,1999.730,2002.510,qué parte nosotros queremos descomponerlo
393,2002.510,2004.210,para luego sumar esos errores.
394,2004.450,2007.050,"Entonces ellos dijeron, bueno, vamos a simplificar un poco más"
395,2007.050,2009.230,en vez de abordarlo en una parte que sea
396,2009.230,2011.690,"con softmax, por ejemplo, o sigmoidal."
397,2011.690,2019.070,Entonces vamos a simplificar las cosas y abordamos todo esto para estimarlo como un problema de regresión completamente.
398,2019.430,2024.490,Entonces la parte de las probabilidades que ellos estiman también lo asumen como si fuese un problema de regresión.
399,2025.090,2028.290,Entonces estimamos en función de esa perspectiva.
400,2028.730,2035.690,"Entonces YOLO tiene esa simplificación que es ya un modelo de extremo a extremo que alimenta la imagen,"
401,2035.690,2054.110,"me va a arrojar ese tensor y las partes lo que representaría como el confidence o lo que es las probabilidades lo estimamos con el enfoque de regresión y las coordenadas de lo que es el centro, el ancho y el alto de las cajitas también lo abordamos como si fuese un problema de regresión."
402,2054.110,2057.330,Esa es la forma como ellos simplificaron el problema.
403,2060.910,2062.490,"No, no aplicamos simulidad."
404,2062.890,2063.570,"No, no aplica."
405,2064.670,2070.810,"Entonces lo que hace simplemente es, todos los elementos que están ahí, son como elementos de regresión."
406,2072.310,2074.770,"Entonces probabilidad, igual como regresión."
407,2075.470,2078.710,"La parte de las coordenadas, igual siendo como regresión."
408,2079.230,2082.870,Entonces todo lo aborda en función de la métrica de error cuadrático.
409,2084.110,2088.610,"Y no la abordan con, como la entropía cruzada."
410,2091.310,2091.750,¿Cómo?
411,2093.690,2094.950,Aquí sí lo puedes aplicar.
412,2095.290,2102.490,"Sí, puedes aplicar eso en L1, L2, esas regularizaciones, incluso con dropout, eso también es otra forma de regularización."
413,2103.090,2104.050,Pero sí lo puedes hacer.
414,2104.230,2110.250,"En todas las redes neuronales que nosotros hemos visto, puedes aplicar L1, L2 en cualquiera de las instancias en los bloques."
415,2110.710,2112.110,Eso es posible.
416,2112.710,2114.450,"Para este caso, también se puede hacer."
417,2116.450,2118.530,"Entonces, por tanto, acá, digamos,"
418,2119.370,2121.650,"ah, ok, lo que estaba online no había escuchado la pregunta."
419,2121.810,2126.030,"La pregunta era, ¿se puede aplicar estas realizaciones L1, L2 en estas capas?"
420,2126.130,2127.010,Sí es posible.
421,2127.010,2133.290,"Entonces, toda esta forma de estructurar un modelo de red neuronal,"
422,2134.390,2135.830,"digamos, es cuestión de esas combinaciones."
423,2136.110,2139.950,"Ustedes pueden haber aplicado un BAS normalization,"
424,2140.150,2142.710,"pero sí, en este caso, en estas combinaciones, también es válido."
425,2142.710,2157.450,"De hecho, las funciones de activación se pueden cambiar también. Pero esta es una estructura, digamos, inicial. De hecho, acá ninguno te dice cuál será la función de activación que está vinculada. Por lo tanto, uno tiene la opción de hacer unas pequeñas variaciones."
426,2157.450,2162.670,"De hecho, hay versiones de YOLO que han pasado de YOLOv1 a YOLOv6."
427,2163.070,2165.830,"La función de activación no necesariamente sea relu,"
428,2165.970,2169.610,"ha cambiado a uno que sea helu, que es la gaussiana con la lineal,"
429,2170.030,2173.830,"y otros que simplemente se quedaron con helu, que es la parte exponencial,"
430,2174.010,2178.030,"también lo han utilizado, y algunas combinaciones que se han hecho también."
431,2178.210,2180.790,"Entonces, esas combinaciones que se han hecho salen en una versión."
432,2181.230,2181.950,YOLOv1.
433,2183.110,2183.590,Efectivamente.
434,2184.230,2185.110,"YOLOv1, ok."
435,2185.390,2185.910,YOLOv2.
436,2185.910,2187.410,de hecho yo lo ve 2
437,2187.410,2189.550,cambia un poquito la estructura
438,2189.550,2191.130,en vez de hacer un aplanado
439,2191.130,2194.470,él sigue con el tensor de convolucionales
440,2194.470,2196.230,hasta la salida sigue siendo convolucional
441,2196.230,2197.670,entonces
442,2197.670,2200.030,con la función de activación de convolucional
443,2200.030,2201.290,que sea lineal en este lado
444,2201.290,2203.750,entonces eso lo han trabajado de esa manera
445,2203.750,2204.830,esa es la versión 2
446,2204.830,2206.590,por eso que es una simplificación
447,2206.590,2208.730,cada una de estas modificaciones
448,2208.730,2210.110,hay uno que coloca
449,2210.110,2212.890,un mecanismo de transformación acá
450,2212.890,2214.150,o un mecanismo de tensión
451,2214.150,2216.710,"ya sería otra versión, unas ramificaciones"
452,2216.710,2218.230,también son versiones diferentes
453,2218.230,2219.750,entonces cada una de ellas
454,2219.750,2222.510,una mejora relativa
455,2222.510,2224.430,entonces también es una versión nueva
456,2224.430,2226.450,ya actualmente no sé
457,2226.450,2228.810,"qué versiones, qué han cambiado en las últimas versiones"
458,2228.810,2230.690,ya perdí la secuencia
459,2230.690,2234.230,"ok, entonces por tanto YOLO"
460,2234.230,2236.130,tiene esa estructura y justamente
461,2236.130,2238.570,"como ya les comenté, es un modelo de inicio hasta el final"
462,2238.570,2240.570,y nosotros no necesitamos que de por medio
463,2240.570,2242.630,"hacer algo, entonces esa encargada"
464,2242.630,2250.310,de configurar o estimar esos filtros que están en cada una de estas regiones convolucionales
465,2250.310,2254.230,y este lado trata de estimar cuáles eran los pesos para justamente tener
466,2254.230,2256.610,cada uno de los elementos de ese tensor de salida.
467,2256.710,2257.510,Esa es la idea.
468,2260.220,2262.220,"Ok, entonces con respecto a la función de pérdida,"
469,2262.440,2267.840,"aquí hay que trabajar un poco, aún así que simplificaron con el enfoque de regresión."
470,2267.840,2277.140,"Entonces, hay unas partes que sí uno puede reducir un poco más el uso de qué parte yo debería tener como atención."
471,2277.380,2282.240,"Atención, recomilla, no estamos hablando de mecanismo de atención, es la atención que debe fijarse el modelo."
472,2282.880,2287.760,"Entonces, ellos definen una función objetivo en dos partes."
473,2288.480,2294.820,"Esa función, o función de pérdida, mejor dicho, esta función de pérdida va a tener una sección que se encarga de lo que es"
474,2294.820,2301.900,"Si la celda contiene objetos, entonces hay una operación relacionada con ella para calcular lo que es la función de pérdida."
475,2302.400,2305.640,Y aquí hay una parte donde las celdas no tienen los objetos.
476,2306.040,2310.440,"Entonces, cada uno tiene una cierta ponderación."
477,2310.440,2317.780,"Bien, entonces aquí hay una cierta relación que podemos asignarle como un castigo más fuerte o un castigo más suave."
478,2317.900,2320.900,Depende de cómo ustedes quieren tener ese balance.
